text,sentiment
"А по слова́м президе́нта америка́нской торго́вой пала́ты в Росси́и Эндрю Сомерса, практи́чески всем приезжа́ющим в Москву́ бизнесме́нам из США сра́зу по прибы́тии броса́ются в глаза́ две пробле́мы ― состоя́ние междунаро́дного аэропо́рта «Шереметьево» и лотки́ с нелега́льными ко́пиями компьютерных програ́мм, аудио- и видеоза́писей.  [Роман Дорохов, Елена Короп. Черная метка Белого дома. Правительство начало войну с интеллектуальными пиратами XXI века (2002) // «Известия», 2002.10.03] [disambiguated]",l
"В процессуа́льное законода́тельство бу́дут внесены́ измене́ния, что́бы для возбужде́ния де́ла бы́ло доста́точно заявле́ния от компа́нии ― покупа́теля лице́нзии.  [Роман Дорохов, Елена Короп. Черная метка Белого дома. Правительство начало войну с интеллектуальными пиратами XXI века (2002) // «Известия», 2002.10.03] [disambiguated]",p
"Во всех кио́сках у метро́ продаю́тся кассе́ты с мои́ми мультфи́льмами «38 попуга́ев», «Котёнок по и́мени Гав» и мно́гими други́ми.  [Роман Дорохов, Елена Короп. Черная метка Белого дома. Правительство начало войну с интеллектуальными пиратами XXI века (2002) // «Известия», 2002.10.03] [disambiguated]",l
"Е́сли исходи́ть из того́, что все серьёзные достиже́ния в о́бласти разрабо́тки и созда́ния совреме́нных образцо́в вооруже́ний и вое́нной те́хники бы́ли сде́ланы ещё во времена́ СССР, а в си́лу того́, что в постперестроечный пери́од мно́гие предприя́тия прошли́ путь разгосударствления, акционирования, то, что ра́ньше счита́лось со́зданным на де́ньги всей страны́, в одноча́сье ста́ло ча́стной со́бственностью.  [Роман Дорохов, Елена Короп. Черная метка Белого дома. Правительство начало войну с интеллектуальными пиратами XXI века (2002) // «Известия», 2002.10.03] [disambiguated]",l
"-к интеллектуа́льной со́бственности я бы обяза́тельно отнёс пре́жде всего́ изобрете́ния, а та́кже уче́бники и кни́ги, кото́рые написа́л челове́к.  [Роман Дорохов, Елена Короп. Черная метка Белого дома. Правительство начало войну с интеллектуальными пиратами XXI века (2002) // «Известия», 2002.10.03] [disambiguated]",l
"Но э́то уже́ зави́сит от того́, наско́лько челове́к корре́ктен, есть ли у него́ со́весть.  [Роман Дорохов, Елена Короп. Черная метка Белого дома. Правительство начало войну с интеллектуальными пиратами XXI века (2002) // «Известия», 2002.10.03] [disambiguated]",l
"Ну а описа́ть э́то поня́тие я могу́ так: результа́т де́ятельности ду́ха и ума́, представля́ющий из себя́ проду́кт, кото́рый мо́жно прода́ть.  [Роман Дорохов, Елена Короп. Черная метка Белого дома. Правительство начало войну с интеллектуальными пиратами XXI века (2002) // «Известия», 2002.10.03] [disambiguated]",l
"БАБская защи́та демокра́тии   Чита́йте по у́трам росси́йские газе́ты!  [Александр Кривцов. БАБская защита демократии (2002) // «Финансовая Россия», 2002.09.19] [disambiguated]",l
"Кто то́лько ни прикла́дывал ру́ку к его́ скоре́йшему появле́нию на свет ― и ФСБ, и МВД, и враги́-конкуре́нты из бизнес-сообщества, и да́же ли́чно росси́йский президе́нт.  [Александр Кривцов. БАБская защита демократии (2002) // «Финансовая Россия», 2002.09.19] [disambiguated]",l
"Де́ло, наконе́ц, вро́де как о́бщими уси́лиями состря́пали.  [Александр Кривцов. БАБская защита демократии (2002) // «Финансовая Россия», 2002.09.19] [disambiguated]",l
"На про́шлой неде́ле зам. генпрокурора Влади́мир Колесников собра́л в Самарской о́бласти пресс-конфере́нцию губе́рнских журнали́стов и объяви́л об успе́шной реанима́ции ста́рых и возбужде́нии 20 но́вых уголо́вных дел, свя́занных с предпринима́тельским тво́рчеством Бори́са Абрамовича и подельников.  [Александр Кривцов. БАБская защита демократии (2002) // «Финансовая Россия», 2002.09.19] [disambiguated]",p
"Прокуро́р Колесников объяви́л о пе́рвых результа́тах ра́нее отпе́того адвока́тами, но в а́вгусте вновь возбуждённого де́ла о престу́пных зачётных схе́мах АОЗТ «ЛогоВАЗ» с ме́стной администра́цией и тольяттинским автозаво́дом.  [Александр Кривцов. БАБская защита демократии (2002) // «Финансовая Россия», 2002.09.19] [disambiguated]",l
"Всех, мол, не перестреля́ете.  Молоде́ц!  Забы́л то́лько упомяну́ть, что за всю нове́йшую исто́рию Росси́и Генпрокуратура не сподо́билась раскры́ть ни одного́ заказно́го уби́йства.  [Александр Кривцов. БАБская защита демократии (2002) // «Финансовая Россия», 2002.09.19] [disambiguated]",l
"В но́мере за про́шлый понеде́льник, 9 сентября́, аккурат за́ два дня до сме́лых разоблаче́ний тов. Колесникова, ви́жу знако́мую мо́рдочку.  [Александр Кривцов. БАБская защита демократии (2002) // «Финансовая Россия», 2002.09.19] [disambiguated]",l
"А та́кже исто́ки Нострадамусовой прозорли́вости опа́льного олига́рха, буква́льно накану́не генпрокурорского нае́зда предприня́вшего превенти́вный дема́рш в ви́де печа́тных аргуме́нтов в свою́ защи́ту.  [Александр Кривцов. БАБская защита демократии (2002) // «Финансовая Россия», 2002.09.19] [disambiguated]",l
"Неизбе́жно отольётся тем же по тому́ же ме́сту.  Бра́тцы, не суди́те стро́го.  Ведь, что́бы не уви́деть насто́лько очеви́дной «заказухи» росси́йского олига́рха на вы́селках, на́до быть и́ли слепы́м, и́ли о́чень захоте́ть не уви́деть.  [Александр Кривцов. БАБская защита демократии (2002) // «Финансовая Россия», 2002.09.19] [disambiguated]",n
"Ре́дко кто― в си́лу профессиона́льной необходи́мости и́ли как завзя́тый тури́ст ― смог побыва́ть в э́тих краси́вейших края́х.  [Марина Ленская. Приглашаем в Забайкалье! (2002) // «Вечерняя Москва», 2002.06.13] [disambiguated]",p
"Зате́м состоя́лся конце́рт, в кото́ром при́няли уча́стие фолькло́рные коллекти́вы из Забайкалья, а та́кже депута́т от Агинского Буря́тского автоно́много о́круга наро́дный арти́ст СССР и по совмести́тельству москви́ч Ио́сиф Кобзон.  [Марина Ленская. Приглашаем в Забайкалье! (2002) // «Вечерняя Москва», 2002.06.13] [disambiguated]",l
"А 12 ию́ня, в День приня́тия деклара́ции о госуда́рственном суверените́те РФ, в ЦПКиО им. Го́рького арти́сты Читинской о́бласти пора́довали москвиче́й театрализо́ванным пра́здником ""Забайкалье― золота́я моя́ колыбе́ль"".  [Марина Ленская. Приглашаем в Забайкалье! (2002) // «Вечерняя Москва», 2002.06.13] [disambiguated]",l
"Идёт рабо́та и на други́х направле́ниях: моско́вские предпринима́тели уже́ име́ли возмо́жность познако́миться со свои́ми колле́гами из Читинской о́бласти; ме́жду комите́тами здравоохране́ния и образова́ния де́йствуют двусторонние соглаше́ния о сотру́дничестве; самоде́ятельные студе́нческие коллекти́вы Читы принима́ют уча́стие в моско́вском фестива́ле ""Фестос""; а с ма́я 2000 го́да де́йствует межрегиональный маркетинговый центр ""Чита́-Москва́"".  [Марина Ленская. Приглашаем в Забайкалье! (2002) // «Вечерняя Москва», 2002.06.13] [disambiguated]",l
"По бо́льшей ча́сти э́то противостоя́ние лате́нтно, достоя́нием обще́ственности оно́ пока́, к сча́стью, не ста́ло, но на управля́емости вооружённых сил ска́зывается уже́ давно́.  [Дмитрий Литовкин. Броня крепка. Генштаб отказывается реформировать армию (2002) // «Известия», 2002.09.27] [disambiguated]",p
"На техни́ческое обеспе́чение диви́зии, восстановле́ние и ремо́нт те́хники, формирова́ние учебно-материальной ба́зы в э́том году́ плани́ровалось вы́делить 213 млн рубле́й.  [Дмитрий Литовкин. Броня крепка. Генштаб отказывается реформировать армию (2002) // «Известия», 2002.09.27] [disambiguated]",l
"Е́сли за́втра ока́жется, что де́нег нет, мы сно́ва обма́нем люде́й, подря́дные организа́ции, скомпромети́руем саму́ иде́ю контра́ктной а́рмии.  [Дмитрий Литовкин. Броня крепка. Генштаб отказывается реформировать армию (2002) // «Известия», 2002.09.27] [disambiguated]",n
"- тру́дно предположи́ть, что за 3000 рубле́й в ме́сяц, что поло́жены контрактнику, в а́рмию пойду́т норма́льные лю́ди.  [Дмитрий Литовкин. Броня крепка. Генштаб отказывается реформировать армию (2002) // «Известия», 2002.09.27] [disambiguated]",n
"На сего́дняшний день Пско́вская диви́зия смогла́ набра́ть всего́ 298 челове́к из 3000 утверждённых пла́ном.  [Дмитрий Литовкин. Броня крепка. Генштаб отказывается реформировать армию (2002) // «Известия», 2002.09.27] [disambiguated]",l
"Зампредседателя ду́мского комите́та по оборо́не генера́л Эдуа́рд Воробьев счита́ет, что экспериме́нт на́чал превраща́ться в краси́вую «конфе́тку».  [Дмитрий Литовкин. Броня крепка. Генштаб отказывается реформировать армию (2002) // «Известия», 2002.09.27] [disambiguated]",p
"В типово́м контра́кте Миноборо́ны, кото́рый напеча́тан в специа́льном рекла́мном букле́те, приглаша́ющем люде́й на контра́ктную слу́жбу, нет ни сло́ва о том, что военнослу́жащий получа́ет и́менно служе́бное жильё.  [Дмитрий Литовкин. Броня крепка. Генштаб отказывается реформировать армию (2002) // «Известия», 2002.09.27] [disambiguated]",l
"Челове́к устро́ен психологи́чески так, что предназна́чен для труда́, любви́, семьи́.  [Дмитрий Литовкин. Броня крепка. Генштаб отказывается реформировать армию (2002) // «Известия», 2002.09.27] [disambiguated]",l
"Но вре́мя идёт, и сейча́с я не ви́жу препя́тствий на пути́ её созда́ния, кро́ме бана́льного отсу́тствия де́нег.  [Дмитрий Литовкин. Броня крепка. Генштаб отказывается реформировать армию (2002) // «Известия», 2002.09.27] [disambiguated]",p
"Е́сли челове́ка без подгото́вки привести́ в цирк и заста́вить пока́зывать но́мер на трапе́ции, он скоре́е всего́ поги́бнет.  [Дмитрий Литовкин. Броня крепка. Генштаб отказывается реформировать армию (2002) // «Известия», 2002.09.27] [disambiguated]",n
"Наприме́р, оста́нется нерешенным вопро́с с вещевы́м, медици́нским, продово́льственным обеспе́чением военнослу́жащих.  [Дмитрий Литовкин. Маленький и честный. Военным не хватает денег, но они рады и тому, что есть (2002) // «Известия», 2002.09.25] [disambiguated]",l
"В то же вре́мя есть приро́ст по статье́ «де́нежное обеспе́чение».  [Дмитрий Литовкин. Маленький и честный. Военным не хватает денег, но они рады и тому, что есть (2002) // «Известия», 2002.09.25] [disambiguated]",l
"― строи́тельство и содержа́ние Вооружённых сил ― 326814572, 6 руб.;  [Дмитрий Литовкин. Маленький и честный. Военным не хватает денег, но они рады и тому, что есть (2002) // «Известия», 2002.09.25] [disambiguated]",l
"― обеспе́чение мобилизацио́нной и вневойсково́й подгото́вки ― 4160780, 0 руб.;  [Дмитрий Литовкин. Маленький и честный. Военным не хватает денег, но они рады и тому, что есть (2002) // «Известия», 2002.09.25] [disambiguated]",l
"― подгото́вка и уча́стие в обеспе́чении коллекти́вной безопа́сности и миротво́рческой де́ятельности ― 1435687, 4 руб.;  [Дмитрий Литовкин. Маленький и честный. Военным не хватает денег, но они рады и тому, что есть (2002) // «Известия», 2002.09.25] [disambiguated]",l
"― обеспе́чение де́ятельности о́трасле́й для национа́льной оборо́ны ― 302500, 0 руб.  [Дмитрий Литовкин. Маленький и честный. Военным не хватает денег, но они рады и тому, что есть (2002) // «Известия», 2002.09.25] [disambiguated]",l
"Наприме́р, благодаря́ вкла́ду Герма́нии (бо́лее 68, 3 миллио́на ма́рок) в а́вгусте состоя́лась презента́ция пе́рвой о́череди строи́тельства объе́кта по утилиза́ции ипри́та и люизи́та в посёлке Горном Саратовской о́бласти (запа́сы ОВ здесь составля́ют 1142 то́нны фосфорорганических веще́ств).  [Дмитрий Литовкин. Сроки подвига переносятся. Отечественное химоружие трудно уничтожить вовремя (2002) // «Известия», 2002.10.06] [disambiguated]",l
"Наприме́р, Герма́ния и Швейца́рия уже́ вы́сказали жела́ние бо́лее широко́ помо́чь Росси́и в де́ле уничтоже́ния химоружия.  [Дмитрий Литовкин. Сроки подвига переносятся. Отечественное химоружие трудно уничтожить вовремя (2002) // «Известия», 2002.10.06] [disambiguated]",l
"Ещё 25 сентября́ на и́мя нача́льника грузи́нского Геншта́ба Джони Пирцхалаишвили из сосе́днего с Миноборо́ны Гру́зии зда́ния шта́ба росси́йских войск в Закавказье поступи́ло соотве́тствующее письмо́.  [Александр Лобжанидзе. Эдуард Шеварднадзе освободил российских военных (2002) // «Известия», 2002.10.01] [disambiguated]",l
"Давным-давно́ по сове́тскому телеэфиру крути́ли австрали́йский мультсериал ""За 80 дней вокру́г све́та"", в кото́ром оди́н малосимпатичный персона́ж постоя́нно спра́шивал самого́ себя́: ""Есть ли у вас план, ми́стер Фикс?  [Сергей Минаев. Есть ли у вас план, мистер Греф? (2002) // «Вечерняя Москва», 2002.04.11] [disambiguated]",l
"За пого́ню за За́падом в прави́тельстве отвеча́ет Ге́рман Греф, бла́го министе́рство у него́ не эконо́мики, а экономи́ческого разви́тия, ну и торго́вли там вся́кой.  [Сергей Минаев. Есть ли у вас план, мистер Греф? (2002) // «Вечерняя Москва», 2002.04.11] [disambiguated]",l
"В смы́сле плано-, программо-и прогнозопроизводительности― я́вный передови́к прави́тельства, неда́ром его́ ве́домство в шу́тку называ́ли ""минэкономрасцвета"".  [Сергей Минаев. Есть ли у вас план, мистер Греф? (2002) // «Вечерняя Москва», 2002.04.11] [disambiguated]",l
"Второ́й― постара́ться дохо́дчиво объясни́ть президе́нту и его́ экономи́ческому сове́тнику Илларионову, что да́же сейча́с, когда́ у нас таки́е отли́чные лю́ди рабо́тают во главе́ госуда́рства, возмо́жно далеко́ не всё.  [Сергей Минаев. Есть ли у вас план, мистер Греф? (2002) // «Вечерняя Москва», 2002.04.11] [disambiguated]",p
"А премье́р и не скрыва́л, что прие́хал в Аме́рику за их капита́лом и гарантировал надёжность вкла́дов.  [Михаил Николаев. В поисках капитала (2002) // «Вечерняя Москва», 2002.02.07] [disambiguated]",l
"Мерканти́льность― вот гла́вная дви́жущая си́ла и идеоло́гия ры́нка.  [Михаил Николаев. В поисках капитала (2002) // «Вечерняя Москва», 2002.02.07] [disambiguated]",l
"Там уже́ по́няли, что на сме́ну новорусским ""нувори́шам"" прихо́дят серьёзные лю́ди, вме́сто стремле́ний ""сруби́ть лёгкие де́ньги"" ― дета́льные прое́кты партнерства.  [Михаил Николаев. В поисках капитала (2002) // «Вечерняя Москва», 2002.02.07] [disambiguated]",l
"Но на пути́ сближе́ния существу́ют и препя́тствия.  [Михаил Николаев. В поисках капитала (2002) // «Вечерняя Москва», 2002.02.07] [disambiguated]",n
"Но ни плоха́я пого́да, ни да́же предсказуемость не в си́лах отобра́ть у Миланского ме́бельного сало́на сла́ву гла́вного ме́бельного собы́тия го́да.  [Юлия Пешкова. Ярмарка тщеславия (2002) // «Домовой», 2002.06.04] [disambiguated]",p
"Люде́й так мно́го, что ме́бели почти́ не ви́дно.  [Юлия Пешкова. Ярмарка тщеславия (2002) // «Домовой», 2002.06.04] [disambiguated]",l
"Под ко́жей пря́чутся не то́лько карка́сы, но и отсу́тствие но́вых форм и конструкти́вных реше́ний.  [Юлия Пешкова. Ярмарка тщеславия (2002) // «Домовой», 2002.06.04] [disambiguated]",l
"Кла́ссикам дизайна, так же как и кла́ссикам мо́ды, пробле́мы ""зелёных"" не близки́.  [Юлия Пешкова. Ярмарка тщеславия (2002) // «Домовой», 2002.06.04] [disambiguated]",l
"В о́бласти фо́рмы то́же цари́т относи́тельное согла́сие.  [Юлия Пешкова. Ярмарка тщеславия (2002) // «Домовой», 2002.06.04] [disambiguated]",l
"Дива́ны скла́дываются из ра́зных элеме́нтов и так же мгнове́нно разбира́ются, регули́руются по глубине́ и вся́чески дви́гаются ― сохраня́я при э́том о́блик соли́дных и серьёзных веще́й, кото́рым не до шу́ток.   Шути́ть мо́жно в ма́лых фо́рмах.  Кре́сла прики́дываются ра́ковинами (Frighetto), сту́лья― цвета́ми (Moroso), пу́фы― ка́плями мёда и́ли губа́ми (Livi' t), а табуре́тки ― чем ни попадя.  [Юлия Пешкова. Ярмарка тщеславия (2002) // «Домовой», 2002.06.04] [disambiguated]",l
"Шу́тки с фо́рмой тре́буют и весёлых материа́лов.  [Юлия Пешкова. Ярмарка тщеславия (2002) // «Домовой», 2002.06.04] [disambiguated]",l
"Но́жки столо́в и сту́льев завора́чиваются, превраща́ясь в за́мкнутую ли́нию, по́лки библиоте́к и шкафо́в изгиба́ются и петля́ют, становя́сь лабири́нтом, из кото́рого нет вы́хода.  [Юлия Пешкова. Ярмарка тщеславия (2002) // «Домовой», 2002.06.04] [disambiguated]",l
"Ошиби́ться в вы́боре, куда́ пойти́ ве́чером, сло́жно: италья́нцы уме́ют устра́ивать пра́здники, кото́рые бу́дут вспомина́ться да́же тогда́, когда́ уже́ все моде́ли ме́бели и назва́ния фа́брик перепу́таются в голове́ и забу́дутся.  [Юлия Пешкова. Ярмарка тщеславия (2002) // «Домовой», 2002.06.04] [disambiguated]",p
"Лю́ди бро́дят как те́ни, садя́тся на я́ркие пла́стиковые кре́сла Иошиоки и Ста́рка, мо́лча следя́т за карти́нами, проеци́рующимися на бе́лое полотно́ сне́га, мо́лча сжима́ют снег в горсти́.  [Юлия Пешкова. Ярмарка тщеславия (2002) // «Домовой», 2002.06.04] [disambiguated]",l
"Вы зна́ете, что аббревиату́ра VIP означа́ет very important person, в перево́де с англи́йского ― о́чень ва́жная персо́на.  Люде́й, подпада́ющих под э́то определе́ние, нема́ло.  Как пра́вило, они́ принима́ют наибо́лее зна́чимые реше́ния на госуда́рственном у́ровне.  [Владимир Плотников. Надо уметь держать удар (2002) // «Аграрный журнал», 2002.02.15] [disambiguated]",l
"Ины́ми слова́ми, мы с ва́ми во мно́гом зави́сим от му́дрости, зна́ний, о́пыта, душе́вных ка́честв э́тих люде́й.  [Владимир Плотников. Надо уметь держать удар (2002) // «Аграрный журнал», 2002.02.15] [disambiguated]",p
"А ведь зна́я жизнь, взгля́ды, пози́цию э́тих люде́й, мы мо́жем пра́вильно суди́ть и об их рабо́те.  [Владимир Плотников. Надо уметь держать удар (2002) // «Аграрный журнал», 2002.02.15] [disambiguated]",l
"В ноябре́ вам испо́лнилось со́рок лет.  Са́мое вре́мя верши́ть больши́е дела́.  С каки́м багажо́м вы пришли́ к кру́глой да́те?  [Владимир Плотников. Надо уметь держать удар (2002) // «Аграрный журнал», 2002.02.15] [disambiguated]",l
"К приме́ру сказа́ть, до револю́ции та́мошними зе́млями владе́ли поме́щики Равинский и Гре́ков.  [Владимир Плотников. Надо уметь держать удар (2002) // «Аграрный журнал», 2002.02.15] [disambiguated]",l
"Пе́рвый изве́стен как сподви́жник Чернышевского, второ́го отлича́ла осо́бая тя́га к иску́сству, культу́ре.  [Владимир Плотников. Надо уметь держать удар (2002) // «Аграрный журнал», 2002.02.15] [disambiguated]",l
"Гре́ков учи́л своего́ сы́на жи́вописи и му́зыке.  Жи́вопись преподава́л изве́стный худо́жник Петров-Водкин.  Кста́ти, своё полотно́ ""Купа́ние кра́сного коня́"" живопи́сец писа́л на на́шей ре́чке, где и я учи́лся пла́вать, и тепе́рь купа́ются ребяти́шки.  [Владимир Плотников. Надо уметь держать удар (2002) // «Аграрный журнал», 2002.02.15] [disambiguated]",p
"А му́зыке поме́щичьего сы́на учи́л сам Рихтер.  Вы́рос образованнейший челове́к, избра́вший профе́ссию реставра́тора.   До сих пор старожи́лы вспомина́ют, как оце́нивали лю́ди зде́шних поме́щиков: ""они́ уважительно относи́лись к крестья́нам, и крестья́не плати́ли им тем же"""" бы́ли образо́ванными, применя́ли но́вые техноло́гии на поля́х, получа́ли хоро́шие урожа́и"" и ещё… ""дели́лись с рабо́тниками"".  [Владимир Плотников. Надо уметь держать удар (2002) // «Аграрный журнал», 2002.02.15] [disambiguated]",p
"До сих пор старожи́лы вспомина́ют, как оце́нивали лю́ди зде́шних поме́щиков: ""они́ уважительно относи́лись к крестья́нам, и крестья́не плати́ли им тем же"""" бы́ли образо́ванными, применя́ли но́вые техноло́гии на поля́х, получа́ли хоро́шие урожа́и"" и ещё… ""дели́лись с рабо́тниками"".  [Владимир Плотников. Надо уметь держать удар (2002) // «Аграрный журнал», 2002.02.15] [disambiguated]",p
"― Оте́ц механиза́тор, мать рабо́тала в се́льской столо́вой.  [Владимир Плотников. Надо уметь держать удар (2002) // «Аграрный журнал», 2002.02.15] [disambiguated]",l
"том  числе́ и «предложе́ний рабо́чей гру́ппы сове́та по печа́тным СМИ при Министе́рстве печа́ти»).  [Наталья Ратиани. Телевидения Минпечати не видать (2002) // «Известия», 2002.10.03] [disambiguated]",l
"Де́ло в том, что в но́вом федера́льном зако́не о лицензировании (он уже́ при́нят и де́йствует) сфе́ру теле- и радиолицензирования прописа́ть забы́ли.  [Наталья Ратиани. Телевидения Минпечати не видать (2002) // «Известия», 2002.10.03] [disambiguated]",l
"К приме́ру, уже́ сейча́с в Новосибирске со́здан прецеде́нт, когда́ 4-му и 12-му кана́лам лице́нзии не продли́ли, а вновь предложи́ли поуча́ствовать в ко́нкурсе.  [Наталья Ратиани. Телевидения Минпечати не видать (2002) // «Известия», 2002.10.03] [disambiguated]",l
"Уедине́ние с кни́гами и камня́ми.  Глава́ Сове́та федера́ции попа́л в сеть   Во вто́рник в Рунете ста́нет на оди́н госуда́рственный сайт бо́льше ― по́льзователи наконе́ц смо́гут ознако́миться с персона́льной страни́чкой спи́кера Сове́та федера́ции Серге́я Миронова.  [Наталья Ратиани. Уединение с книгами и камнями. Глава Совета федерации попал в сеть (2002) // «Известия», 2002.09.29] [disambiguated]",l
"Во вто́рник в Рунете ста́нет на оди́н госуда́рственный сайт бо́льше ― по́льзователи наконе́ц смо́гут ознако́миться с персона́льной страни́чкой спи́кера Сове́та федера́ции Серге́я Миронова.  [Наталья Ратиани. Уединение с книгами и камнями. Глава Совета федерации попал в сеть (2002) // «Известия», 2002.09.29] [disambiguated]",l
"Сайт спи́кера собира́лись презентова́ть ещё ле́том, по́сле оконча́ния весе́нней се́ссии Сове́та федера́ции, одна́ко подгото́вленный на тот моме́нт интернет-продукт гла́вного зака́зчика не удовлетвори́л.  [Наталья Ратиани. Уединение с книгами и камнями. Глава Совета федерации попал в сеть (2002) // «Известия», 2002.09.29] [disambiguated]",n
"Права́ на доме́н «mironov» спи́керу безвозме́здно предоста́вила сту́дия Артемия Ле́бедева, в своё вре́мя скупи́вшая це́лые бло́ки имён.  [Наталья Ратиани. Уединение с книгами и камнями. Глава Совета федерации попал в сеть (2002) // «Известия», 2002.09.29] [disambiguated]",l
"Для сравне́ния: Альфа-банку, по информа́ции «Изве́стий», они́ уступи́ли права́ на электро́нное и́мя за 1 млн до́лларов.  [Наталья Ратиани. Уединение с книгами и камнями. Глава Совета федерации попал в сеть (2002) // «Известия», 2002.09.29] [disambiguated]",l
"При жела́нии вы мо́жете вы́сказать спи́керу своё мне́ние по актуа́льным полити́ческим вопро́сам, к приме́ру, по по́воду увеличе́ния президе́нтского сро́ка, и написа́ть ему́ письмо́ о наболе́вшем.  [Наталья Ратиани. Уединение с книгами и камнями. Глава Совета федерации попал в сеть (2002) // «Известия», 2002.09.29] [disambiguated]",l
"Одна́ко на основны́х иностра́нных языка́х плани́руется расска́зывать уже́ не сто́лько о спи́кере, ско́лько о дела́х самого́ СФ.  [Наталья Ратиани. Уединение с книгами и камнями. Глава Совета федерации попал в сеть (2002) // «Известия», 2002.09.29] [disambiguated]",l
"Как сообщи́л «Изве́стиям» Дми́трий Мезенцев, глава́ комите́та СФ по информацио́нной поли́тике, официа́льная презента́ция са́йта состои́тся тогда́, когда́ поя́вятся пе́рвые о́тклики и профессиона́лов-экспе́ртов, и просты́х по́льзователей.  [Наталья Ратиани. Уединение с книгами и камнями. Глава Совета федерации попал в сеть (2002) // «Известия», 2002.09.29] [disambiguated]",l
"На́до заме́тить, что ""деликате́сами"" в э́том году́ ""Голубы́е огоньки́"" нас не балова́ли ― сплошно́й ""чёрный хлеб"" да ""До́кторская"".  [Анастасия Романова. Александр Буйнов: Наши бомжи круче бомжей Сан-Франциско (2002) // «Вечерняя Москва», 2002.01.10] [disambiguated]",l
"Мы реши́ли вы́яснить у популя́рногоарти́ста, кто ему́ бли́же― тётя и́ли япо́нец.  [Анастасия Романова. Александр Буйнов: Наши бомжи круче бомжей Сан-Франциско (2002) // «Вечерняя Москва», 2002.01.10] [disambiguated]",p
"А что, удо́бно: помы́л пя́тки ― и арти́ст Буйнов к выступле́нию гото́в!  [Анастасия Романова. Александр Буйнов: Наши бомжи круче бомжей Сан-Франциско (2002) // «Вечерняя Москва», 2002.01.10] [disambiguated]",p
"Лю́ди хиппуют, лежа́т на газо́нах с паке́тиками.  [Анастасия Романова. Александр Буйнов: Наши бомжи круче бомжей Сан-Франциско (2002) // «Вечерняя Москва», 2002.01.10] [disambiguated]",l
"1 октября́, по оконча́нии рабо́ты фо́рума, бу́дет принята́ резолю́ция, в кото́рой парламента́рии Балтийского мо́ря, в ча́стности, наме́рены объедини́ть уси́лия в реше́нии вопро́сов, каса́ющихся положе́ния Калининграда в све́те расшире́ния ЕС.  [Елена Роткевич. Европа устала обсуждать Калининград (2002) // «Известия», 2002.09.30] [disambiguated]",l
"Они́ наме́рены «ока́зывать Калининграду техни́ческое соде́йствие в де́ле реше́ния пробле́м оргпреступности, загрязне́ния окружа́ющей среды́ и распростране́ния инфекцио́нных заболева́ний, представля́ющих угро́зу безопа́сности всего́ регио́на».  [Елена Роткевич. Европа устала обсуждать Калининград (2002) // «Известия», 2002.09.30] [disambiguated]",l
"«Единороссы» не ви́дят друго́го пути́обеспе́чить конституцио́нные избира́тельные права́ гра́ждан.  [Александр Садчиков. Очень избирательный кризис. «Единая Россия» выступает против демократической Европы (2002) // «Известия», 2002.10.02] [disambiguated]",n
"В сре́ду оди́н из высокопоста́вленных кремлёвских чино́вников, говоря́ об «о́пыте» Ни́жнего Новгорода, как раз сожале́л: но́вый зако́н даёт избира́тельный бюллете́нь с не́сколькими степеня́ми защи́ты; вво́дит в правово́е по́ле систе́му ГАС «Вы́боры» и т. п.  [Александр Садчиков. Очень избирательный кризис. «Единая Россия» выступает против демократической Европы (2002) // «Известия», 2002.10.02] [disambiguated]",n
"Инициати́ва ЕР стра́нным о́бразом совпада́ет с други́ми «нае́здами» ― в обо́йме недово́льных вы́борами ра́зом оказа́лись Влади́мир Жириновский, Серге́й Миронов, Генна́дий Зюга́нов и други́е поли́тики, а заодно́ с ни́ми не́которые публици́сты-политологи.  [Александр Садчиков. Очень избирательный кризис. «Единая Россия» выступает против демократической Европы (2002) // «Известия», 2002.10.02] [disambiguated]",l
"Во́плей по по́воду «неве́рия люде́й в избира́тельную систе́му» не наблюда́ется.  [Александр Садчиков. Очень избирательный кризис. «Единая Россия» выступает против демократической Европы (2002) // «Известия», 2002.10.02] [disambiguated]",l
"При́нцип формирова́ния ― квотный: по пять челове́к от президе́нта, Госду́мы и Совфеда.  [Александр Садчиков. Очень избирательный кризис. «Единая Россия» выступает против демократической Европы (2002) // «Известия», 2002.10.02] [disambiguated]",l
"Хотя́ в сентябре́ депута́ты обнару́жили: с нача́лом се́ссии в Ду́му пришли́ и но́вые проце́ссы, кото́рые спосо́бны измени́ть раскла́д сил в предвы́борный год.  [Александр Садчиков. Равнение по центру. За год до выборов Дума оказалась в руках «Единой России» (2002) // «Известия», 2002.09.29] [disambiguated]",l
"Тогда́ же бы́ли вы́двинуты и предвари́тельные усло́вия подде́ржки: борьба́ с бе́дностью, защи́та прав бюджетников, по́мощь малообеспеченным се́мьям и т. п. По су́ти прави́тельство и центри́сты «обката́ли» бюдже́т в «нулево́м чте́нии».  [Александр Садчиков. Равнение по центру. За год до выборов Дума оказалась в руках «Единой России» (2002) // «Известия», 2002.09.29] [disambiguated]",l
