lemma,score
успокоительное,2
беспокойный,-2
восстанавливать,1
восстанавливать,1
восстановление,1
восстановление,1
ограничивать,-2
ограничивать,-2
ограничение,-2
ограничение,-2
ограничивать,-2
сохранять,-1
запаздывание,-2
замедлять,-2
отступление,-1
жажда,-2
мстительный,-2
почитать,2
возрождать,2
возрождать,2
награда,2
вознаграждать,2
награждение,2
награда,2
богатый,2
смешной,-3
установка,-1
подстроать,-1
правильный,3
тщательный,3
строго,3
бунт,-2
массовый,-2
риск,-2
риск,-2
грабить,-2
грабитель,-2
надевать,-2
облачение,-2
robs,-2
крепкий,2
ROFL,4
roflcopter,4
ROFLMAO,4
романс,2
ROTFL,4
rotflmfao,4
rotflol,4
разорение,-2
разрушать,-2
губить,-2
руина,-2
саботаж,-2
грустный,-2
печалить,-2
опечаливать,-2
грустно,-2
безопасно,1
безопасно,1
безопасность,1
выступ,1
сочный,-1
саркастический,-2
довольный,2
спасать,2
сохранять,2
мошенничество,-2
жульничество,-2
скандал,-3
скандальный,-3
скандал,-3
козел,-2
стрелочник,-2
пугать,-2
испугывать,-2
страшный,-2
скептический,-2
ругать,-2
совок,3
презирать,-2
презрительный,-2
орать,-2
вскрикнуть,-2
кричать,-2
крик,-2
пьяный,-2
прикручать,-3
подонок,-4
безопасный,2
обеспечивать,2
secures,2
крамол,-2
мятежный,-2
облазнеть,-1
самоуверенный,2
самостоятельно,-2
эгоистичный,-3
эгоизм,-3
предложение,-2
приговорать,-2
предложение,-2
вынесение,-2
безмятежный,2
серьезный,-2
сексуальный,3
непрочный,-2
позор,-2
пристыжать,-2
постыдный,-2
доля,1
общий,1
акция,1
разрушать,-2
дерьмо,-4
говнюк,-4
сраный,-3
шок,-2
в,-2
отвратительный,-2
шок,-2
стрелять,-1
недальновидный,-2
близорукость,-2
нехватка,-2
нехватка,-2
землеройка,-4
застенчивый,-1
больной,-2
вздох,-2
значение,1
значительный,1
глушение,-1
глупый,-1
искренний,2
с,2
искренняя,2
искренность,2
грешный,-3
singleminded,-2
скептик,-2
скептический,-2
скептицизм,-2
скептик,-2
хлопать,-2
слэша,-2
полосивать,-2
косой,-2
сеча,-2
рабство,-3
бессонница,-2
скользкий,2
дождевик,2
сликовое,2
медлительный,-2
шлюха,-5
умный,1
умный,2
смышленое,2
мазка,-2
улыбка,2
улыбаться,2
улыбка,2
улыбаться,2
мочь,-2
подлый,-1
курносый,-2
пренебрежительно,-2
спуск,-2
притормаживание,-2
отрезвление,1
торжествать,-1
твердый,2
солидарность,2
решение,1
решение,1
решать,1
решать,1
решать,1
решение,1
угрють,-2
какой-то,0
Сукин,-5
успокаивать,3
успокоать,3
успокаивать,3
утончать,2
воспалать,-1
печаль,-2
скорбный,-2
прощать,-1
спам,-2
спамер,-3
спамер,-3
спам,-2
искра,1
искрить,3
искрить,3
сверкать,3
умозрительный,-2
дух,1
энергичный,2
безжизнать,-2
злобный,-2
великолепный,3
оживленно,2
хлюпать,-1
удар,-2
колоть,-2
стабильный,2
удар,-2
стойло,-2
застопориться,-2
сваливание,-2
выносливость,2
панический,-2
поражать,-2
голодать,-2
изморать,-2
голодать,-2
голодать,-2
стойкий,2
красть,-2
перехват,-2
стереотипа,-2
стереотипный,-2
подавать,-1
стимулировать,1
стимулировать,1
стимулировать,1
стимулировать,2
скупой,-2
похищать,-2
стоп,-1
останавливаться,-1
остановка,-1
упор,-1
стаут,2
прямо,1
странный,-1
странно,-1
задушивать,-2
прочность,2
укреплять,2
усиливать,2
укрепление,2
укреплять,2
подчеркивать,-2
стресс-фактор,-2
стрессор,-2
поражать,-2
забастовка,-1
бастовать,-2
забастовка,-1
сильный,2
сильно,2
самый,2
поражать,-1
борьба,-2
из,-2
борьба,-2
борться,-2
упервать,-2
застревать,-2
ошеломлять,-2
оглушать,4
глупый,-2
тупо,-2
учтивый,2
существать,1
по,1
подрывной,-2
успех,2
успешный,3
осать,-3
отсвать,-3
страдать,-2
страдать,-2
страдать,-2
самоубийственный,-2
самоубийство,-2
судить,-2
дуться,-2
надутый,-2
угрють,-2
солнечный,2
супер,3
превосходный,5
превосходить,2
поддержка,2
поддержывать,2
сторонник,1
сторонник,1
поддержка,1
поддержка,2
опора,2
переживать,2
выживать,2
уцелеть,2
подозревать,-1
подозревать,-1
подозревать,-1
подозреваемый,-1
приостанавливать,-1
подвешать,-1
подозрительный,-2
клясться,-2
ругань,-2
ругать,-2
милый,2
быстрый,2
быстро,2
мошенничество,-3
афера,-3
мошеннический,-3
симпатичный,2
симпатия,2
Тард,-2
слеза,-2
нежный,2
напряжать,-2
напряженность,-1
ужасный,-3
ужасно,-3
потрясать,4
ужас,-3
террор,-3
терроризировать,-3
терроризировать,-3
терроризировать,-3
спасибо,2
благодарный,2
благодаря,2
колючий,-2
Вдумчивый,2
беспечный,-2
угроза,-2
угрожать,-2
под,-2
угрожать,-2
угрожать,-2
угроза,-2
взволновывать,5
мешать,-2
орвать,-2
срыв,-2
пресекать,-2
робкий,-2
боязливый,-2
уставать,-2
сиська,-2
терпеть,2
беззубый,-2
вверх,2
верхушка,2
порвывать,-2
пытка,-4
пытать,-4
пытка,-4
пытать,-4
тоталитарный,-2
тоталитаризм,-2
шпионять,-2
расхваливать,-2
зазывание,-2
рекламировать,-2
трагедия,-2
трагический,-2
спокойный,2
ловушка,-1
ловушка,-2
травма,-3
травматический,-3
пародия,-2
измена,-3
изменнический,-3
сокровище,2
сокровище,2
дрожь,-2
трепетный,-2
обманывать,-2
обман,-2
триумф,4
торжествовать,4
беда,-2
беспокойный,-2
проблема,-2
правда,2
доверять,1
доверять,2
опухоль,-2
пизд,-5
уродливый,-3
неприемлемо,-2
непонятый,-2
несанкционированный,-2
не,-2
невероятно,-1
неверующий,-1
беспристрастный,2
неуверенный,-1
не,-1
неудобный,-2
беззаботный,-2
неподтвержденный,-1
убеждать,-1
титр,-1
нерешительный,-1
недооценивать,-1
недооценивать,-1
занижать,-1
недооценка,-1
подрывать,-2
подрывать,-2
подрывать,-2
подрыв,-2
не,-2
нежелательный,-2
беспокойный,-2
безработица,-2
неравный,-1
бесподобный,2
неэтично,-2
недобросовестный,-2
несфокусированный,-2
невыполненный,-2
несчастный,-2
нездоровый,-2
унифицировать,1
невпечатлен,-2
неумный,-2
единый,1
несправедливый,-2
непривлекательный,-2
нелюбимый,-2
бесподобный,1
немотивированный,-2
непрофессиональный,-2
не,-2
неудовлетворенный,-2
необеспеченный,-2
нерешенный,-1
наивный,-2
неустойчивый,-2
неостанавливаемый,2
не,-2
неуверенный,-1
незапятнанный,2
нежелательный,-2
недостойный,-2
рассториться,-2
расстраять,-2
расстройство,-2
встревожать,-2
срочный,-1
полезный,2
полезность,2
бесполезный,-2
бесполезность,-2
расплывчавать,-2
утверждать,1
подтверждать,1
подтверждать,1
проверка,1
вердикт,-1
приговор,-1
законный,1
досада,-2
раздражать,-2
вибрировать,3
порочный,-2
жертва,-3
виктимизировать,-3
виктимизация,-3
определять,-3
виктимизация,-3
жертва,-3
бдительный,3
подлый,-3
реабилитировать,2
доказывать,2
оправдывать,2
подтверждать,2
нарушать,-2
нарушать,-2
нарушать,-2
нарушение,-2
насилие,-3
насильствать,-3
добродетельный,2
ядовитый,-2
видение,1
провидец,3
концептуализация,1
видение,1
жизнеспособность,3
витамин,1
саркастический,-3
живой,3
голосисвать,-1
уязвимость,-2
уязвить,-2
выходить,-2
забастовка,-2
идиот,-3
хотеть,1
война,-2
военный,-2
тепло,1
тепло,2
предупреждать,-2
предупреждать,-2
предупреждение,-3
предупреждение,-3
предупреждать,-2
отходы,-1
впустую,-2
тратить,-2
колеблться,-1
слабый,-2
слабый,-2
богатство,3
состоятельный,2
утомлять,-2
плакать,-2
рыдание,-2
странный,-2
добро,2
приветствовать,2
приветствовать,2
капризный,1
обелять,-3
шлюха,-4
злой,-2
овдоветь,-1
готовность,2
выигрывать,4
победитель,4
выигрыш,4
победа,4
WINWIN,3
желание,1
пожелание,1
желать,1
вывод,-3
удручять,-2
горестный,-3
выигрывать,3
замечательно,4
сватать,3
Woohoo,3
Wooo,4
woow,4
изнашивать,-1
волновать,-3
беспокоить,-3
беспокойство,-3
плохо,-3
ухудшать,-3
ухудшать,-3
ухудшение,-3
ухудшаться,-3
почитать,3
наихудать,-3
стоимость,2
бесполезный,-2
достойный,2
Вау,4
WOWOW,4
wowww,4
гневный,-3
развалина,-2
неправильный,-2
обижать,-2
WTF,-4
да,1
тосковать,1
yeees,2
да,1
юношеский,2
противный,-2
вкусно,3
фанатик,-2
фанатик,-2
ревностный,2
