text,sentiment
как же я хочу к маме((((( кто бы только знал......прям до слёз....мамочка хочу к тебе!!!!!!!!!!!!!!!!!!!!,negative
"@Sofiya121278 мы 5минут выступили,и все,потом сидим просто и ждем следующей елки(",negative
"RT @mr_serjio: Я походу единственный,кто еще не позырил Елки __________((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((…",negative
С наступающим сс:,negative
"После терактов в Волгограде я боюсь садиться в общественный транспорт и уж тем более ехать с нашего вокзала в Городец, а ведь надо (((",negative
"@Sun_Dies_Here Бублииик, что случилось?( Ты почему не отвечаешь? Я же, блин волнуюсь!!! Напиши, что случилось! Или я тебе задолбаю звонками!",negative
"вот почему когда мне скучно я начинаю городить выдуманную хрень ,а потом я забываю сказать что это была шутка..а человек уже плачет(",negative
"Я везде сегодня опоздала, простите меня , я даже из дома не могу выйти ((((((",negative
RT @mchi666: Пришла мама кочана и испортила нам пати.(,negative
Все было норм \,negative
"пришла с улицы и опять скучно стало,вот что делать а?Машка уехала,на каток не с кем,несправедливость=((",negative
А ведь у меня было огромное количество номеров:(,negative
"мамка задрочила за то,что мы не будим бухать на нг.обидно((99((9(",negative
"@dead_katniss  ааа круто чувак , а я хочу торбу с марсами :(",negative
RT @MariaReisner: знаете о чем я подумала?\,negative
а у брата машина на радиоуправлении...я тоже хочу(((((,negative
@ElizavetaMev все кроме первого уже есть:-(,negative
И ппц как скучно:-( http://t.co/cwzPJPvMJP,negative
RT @makula_gyorffy: Меня хотят разорвать завтра(\,negative
как я теперь усну:(,negative
@sd0107 @Yoghikitt коленка( http://t.co/FziVW5LE8O,negative
"Влад напомнил мне про то,что у меня нет кота,мне печально,вдвойне((((",negative
"Походу, я никогда не встречу своего пончика и буду элон(",negative
@sunny_glambert У нас тоже нету. У нас вообще жарень(,negative
"когда нет настроения, то ничего и делать не хочется((( зачем вобще эти праздники, если вообще нет новогоднего настроения!!!!",negative
"@kliva01 прикинь, села в машину, а там песня Роди... Аааа!! Голос его(((",negative
Как дела? Э,negative
Даже у детей любовь! :| http://t.co/4v4Kf3COJN,negative
"RT @faridosya: #ямусульманин и поэтому я считаю,что у террориста нет нации,религии и не человек он вовсе!(",negative
@Only_Teardrops6 крут тебе\,negative
"Скучно в наряде, еще 7 часов тут залипать(",negative
"Без сомнения (((  RT @shurabushman  Подобное, вроде, войной называется http://t.co/6WKapStQbB",negative
а в СПб дохерища вариков и любимая жена одна :(,negative
Во Владимире снега пока нет и не будет( http://t.co/6GrznuZ5w4,negative
Зачем?вот что сделали эти невинные люди?!никому не давали право отбирать жизни у людей!безумно жаль всех кто погиб и всех их близких((,negative
"Елки нет, тебя нет, новогоднего настроения тоже нет...хочется просто расплакаться(",negative
"RT @keisi_keisi: Мне кажется,что новый год не может быть уже завтра?Все слишком быстро,я не готова:(",negative
"Стыдно. Каюсь. Прости меня бро, хоть я и не ананас ;(",negative
я меньше 18 не дал бы — Неужели я такая старая :( http://t.co/5spL4KFINm,negative
иногда я поражаюсь насколько твиттер даёт мало высказаться(,negative
"@insanefaust к сожалению, у моей камеры нет такого режима :-(",negative
это патофобчику должны были\,negative
RT @KseniaGVz: нг завтра. нифига не чувствуется(,negative
"Наши бессонные ночи в конец сбили моё тихое время сна...Чувствую,кто-то завтра будет сонный и злой:(",negative
"Хочу спортик, но доктор сказал еще неделю нельзя(((",negative
"Тот самый момент,когда даже поняши не помогут:(\",negative
Колено ужасно болит!\,negative
За это ненавижу зиму!,negative
"@pasha_voropaev малыш,не хочу тебя калечить сильно(",negative
а я в 2014\,negative
блеск :(,negative
Зато сегодня даже сумку не могу в руку взять(((,negative
@Anchanas1 @Merymimimi я тоже уже не расту((,negative
@Alina_Ebert у мелкой температура большая:(,negative
"Я похоже заболела, серьезно заболела. Меня тошнит после еды. Прям сильно ((",negative
"@pepp_i330 да уж, подхожу с каждым годом все хуже (",negative
"я то ли гиперответственная, то ли ебнутая( но люди поражают своей безответственностью.",negative
"RT @NatalliMisha: Все как обычно, я сплю, а @flashka1488 общается с моими родителями. Прости плохого и сонного друга:((((",negative
"Папа, папа, я больше никогда не пойду с тобой на санках кататься(( - Хватит ныть, вези давай! http://t.co/2kDIjZYMlV",negative
"@Mad_Bobblehead телефон есть,на нем нет инета(\",negative
бляяя\,negative
"Интересно, кто нибудь сейчас в центре или нет :(",negative
"Дедушка мороз, я была хорошая девочка, зачем ты мне этот подарок подарил ((((((((",negative
@chlenschmidta Я ИЗ НОВОСИБИРСКА с:\,negative
"но я седня не смогу сидеть в тви вечером, мы типа с родителями будем праздновать и ""никакого компа в новогоднюю ночь"" я расстроен:((",negative
Он был первый и последний. \,negative
"Желаю ему всего хорошего как и себя, может и больше.",negative
Пока пакеты до машины донесла все руки отдавила:(,negative
"Вот митрошин вспомнился сразу же просто не трушный( логика, ты как я хочу нг о боже, детка, ты жопа, а\",negative
у друзей плохое настроение - у меня чет тоже :-(,negative
блин последняя неделя.. у некоторых уже каникулы(( а ещё я не могу найти свой модем(( и я на каникулы похода остаюсь без инета(,negative
Яка погода в тебе за вікном? — холодно..Брррр( http://t.co/uTGINDAQeh,negative
"Мы только попрощались, а Я уже так скучаю(",negative
"мама на работе, да, 31!\",negative
я теперь просто из любопытства ищу эту женщину но их как-то слишком много(,negative
мои угрозы никак не действуют на карину :(,negative
@KsyushaHoran удачного просмотра с:\,negative
"RT @ImaPotato_ouo: Знаешь, лента, несмотря на то, что половина моих твитов о еде, я не так уж и много ем. Просто не могу много есть зачемя…",negative
"RT @ksyusobol: уже сегодня Новый Год, а я еще подарки не всем купила (",negative
"Мля, трехгигагерцовые процессоры,терабайтные винты, гигабайты памяти...а душа требует супер марио :(",negative
@VikaBoyarevich мне ужасно болит спина и ноги :(,negative
Хочу в школу!!! Без нее никак(( Хочу к моим любимым!!!,negative
мое настроение в новогоднее утро куда-то улетучилось!(,negative
RT @radio_of_moon: Еще одно преимущество воблеров Cormoran состоит в их огромном ассортименте http://t.co/zsMbgPfRB6,negative
Надеюсь я не буду в пыли до конца дня. Так хочется быть человеком (,negative
"Я только сегодня узнала,что умер Илья Цымбаларь :(",negative
"В НГ дома без друзей,не каких звонков,уйду в себя""ведь ты мне обещала что повторим,но зажались твои мысли сука(((",negative
"Папа уехал на работу оставив готовку и уборку на меня, жизнь не справедливая штука(",negative
Я РЕВУ И ПОЮ.. :(,negative
Одна дома (,negative
"@NoSwag007  затихла,музыка затихла в твиттер больше не чего писать:((( и Се....лайки не ставит :(((",negative
@crydaleks \,negative
"лента,у кого нибудь пропадало обоняние при простуде?\",negative
С новым годом !,negative
"#смешное xxx: ""Жители Академгородка получат 70 % скидку на оптику""xxx: думал скидка на интернет, оказалось на очки :( http://t.co/ZtGrwr05nx",negative
"@Dalila_Dale ну и правильно:3 надо тоже, но с телефона неудобно:(",negative
@69LarryForever я тоже очень очень скучаю :(,negative
RT @_just_____me_: @_cuke_ @MarsovaValery @Natalia_17_05 @Daughtry_ @to_over_kill @_Killjoy_Kot_ @Iron_Winchester спасибо и тебя о//,negative
"Снега дофига, капец:( но скоро новый год ураааааа:3",negative
"Разовспоминалась блин,только настроение себе испортила(",negative
RT @legnevo: Соболезную жертвам теракта в Волгограде((((,negative
"Вообще не понимаю людей, которые ""ОЙ У МЕНЯ НЕТ ПРАЗДНИЧНОГО НАСТРОЕНИЯ(("" да нахера оно вам нужно?",negative
"@4YXAH спасибо большое, тебя тоже с наступающим :з\",negative
@RYNRYNG \,negative
"Я все время думаю, что бы было сейчас, если бы тогда я тебя поцеловала?? (( #AutoFollowBack",negative
"С 4го по гизметео -32* о_О буду сидеть дома, безработный и машина не заведется..",negative
Вообще нечего...(,negative
@ovoschehranenie @Pakhtusova @nastyacoyote ох=(((,negative
@PanheadRus Ведь мы его так долго ждали:(,negative
с Викой и Валей у меня нет общих фоток( но я вас и так поздравить могу \,negative
"Мама сказала, чтобы в шесть меня уже не было дома и до завтра. Иду бомжевать. :(",negative
есть скайп? — не люблю скайп(((\,negative
@leviafan_ заранее с новым годом!! Потом поздравить не смогу((\,negative
"Мноо, я сегодня паходу брата не успею увидеть и мы не хапнем по 50 с ним за здоровье :(",negative
"@meow_alinaa @lazy_lizzi да,понял,про кого не понял ;(",negative
"Новый год уже близко, а волшебством и не пахнет ;(",negative
мне совсем не нрав :(,negative
"RT @Nyusha_aa: кто-то будет праздновать Новый год, а кто-то хоронить своих близких:( очень жаль волгоградцев:(\",negative
#мадрид чессгря с рынком Бокерия даже близко не сравнить((( @ Mercado de San Miguel http://t.co/2vADW00ISt,negative
@444giga просто не получается вообще никак(,negative
"Сводить кролей это ппц. Я нервничаю , чем они((( по крайней мере уже оба бегают в одной комнате, стараясь не пересека",negative
уфф Эльвина которую неделю прошу скинуть фотки с нг!!!! бесит:(,negative
Im is bored people. За перевод не отвечаю ибо писала без транслейтера...:(,negative
Слушаю песни про новый год и все не как!(,negative
"Кто то может еще спать, а кому то надо убирать всю квартиру((",negative
@tatitova1 во во :( зато... я смогу тепя поздравить после того как поздравлю сипя :33,negative
"RT @daxofubelugu: Так, сегодня вечером меня ждет подогретое пиво, ибо болеть нельзя:(",negative
"RT @hyvehehydah: Уже полсрока отработали, а трудовой договор до сих пор ни у кого не подписан. Как бы не кинули(",negative
"Короче, прощайте худые ноги.\",negative
Я тут подумал. ЕСЛИ БЫ НА КОНЦЕ ГВОЗДИКА НЕ БЫЛО ПЛАСТМАССОВОЙ ШТУЧКИ МЕНЯ БЫ ЕБАНУЛО ТОКОМ И Я ДАВНО ЛЕЖАЛ В МОРГЕ. збс нг был бы:|,negative
RT @sasha45015: #Снаступающимтвиттерский #HappyNewYear @Foxomars @timelord1898 @Alen_Want @california_o_o http://t.co/6cbf3NWzQv,negative
@JealousStarlet ты уверена что я тебя люблю?(,negative
Я по тебе скучаю\,negative
RT @Aleshaaaaaaaaa: @whiteMo_OnLight Т_Т тоже ставки делаешь?,negative
"@LuchikOMNOMNOMN @nastia_moscow мимими, нам тебя тоже не хватает((",negative
Только что поняла: я 4 года подряд отмечаю НГ без оливье и не по мск времени ((( #печаль,negative
@DHO_OKEAHA_  #СНовымГодомЛюбимыйТвиттерский,negative
"мама,что ж ты мне раньше ге сказала это ? :((",negative
"Все эта гребаная школа, и эту дурацкие праздники.",negative
RT @drugova_ksenia: Новогодний кошмар - боюсь открыть праздничную коробку: а вдруг там пандорра?((,negative
ну или хотя бы кто-нибудь из Мстителей! \,negative
"Ааааа, никто не хочет, падлы",negative
"@kononenkome С Новым годом, Максим Витальевич. Вы прекрасный семьянин и отец. Не умирайте на толчке, пожалуйста(",negative
RT @NickitaO2013: Короче iPad mini приедет не сегодня :(,negative
@MarishaRain ну охуеть девушка веселится :(,negative
@pinkponnyyy кашмар\,negative
"@polar_crab та ну блин, не выйдет( родственники, блеать",negative
@VikushaCrystal мне тоже собаку не принесет(,negative
@kosha_Vi не порть настрой-то новогодний(\,negative
"#rostikku Мне не нравится, что новая карта метро без реки(((",negative
а еще ток пол 9 ((99,negative
все говно!! даже брат не придет сегодня :(( \,negative
"вообще отлично, блин.",negative
@Cats_Killjoy \,negative
@Conv…,negative
@Love_Tommy_Joe @CuckooJaredWay ВОТ ТАК ;( ПОРУГАЙ ИВО!!!,negative
"к НГ готова, но только не морально. поставьте все на паааузу, я в этом году еще столько всего не доделала и не успела(\",negative
RT @Diana79040696: Хочу новые фотки(\,negative
теперь походу  ближайшее время кода я пойду на каток это 6 января!(,negative
"Где-то уже час как Новый Год. Там, где нет сейчас меня:(",negative
"Брат запрещает мне одевать платье,которое я приготовила:(слишком открытое..",negative
Бля я не могу решить в чем идти и помочь некому :(,negative
"позвонила тётя из питера, говорит, сухо +5 и дождь! наверное там вообще про новогоднее настроение не слышали!(",negative
Новогоднее говно\,negative
"- 2013, уходи\",negative
"Постараюсь,очень постараюсь( http://t.co/myR7rDhFGz",negative
далеко эта баня(,negative
"@JustCery Классно, а вот у меня был только один человек с кем я обсуждала и она вышла замуж, и теперь я одна(",negative
"Хотел шоколада-сестра притащила, теперь хочу булку из бургеркинга или карлсДжуниора.Но в ближайшую ночь только шуба и оливье.Торта тоже нет(",negative
@AlexRychkoff людей много? не очень хорошо видно(,negative
ОППАЧКИ ЗАРЯДКА ПОЧТИ СЕЛА. ТАЕ ЧТО Я ПО ЛЮБОМУ УХОЖУ. ВСЕМ ЖИ ПОХУЙ АЗХАХАХ...:(,negative
Я требую продолжения банкета! Неужели эта веселая ночь для меня закончилась :(,negative
"Блин, я что-то мало выпила, меня не вштырило, а больше пить уже не хочется.(",negative
Привет Люб!! Ну и как тебе ходить  в шк с температурой ?! :(,negative
"RT @Bulletproof_5: @stringushi я уже побухал, но чета как та фу (((( так чтоо сижу смотрю телик тихонечко",negative
"Купил петарды, а взрывать забыл, сейчас все спят, а одному скучно :( #безысходность",negative
"НА ГИРЛЯНДЕ КНОПКА ""СМЕНИТЬ РЕЖИМ"" ЗАПАЛА,ТЕПЕРЬ У МЕНЯ ВСЕ РЕЖИМЫ ПО ОЧЕРЕДИ ИДУТ,ЭТО ОЧЕНТ ПИЧАЛЬНО((((((((((((",negative
Настроение вроде как хорошее вроде как плохое(,negative
"@MaksimovaTweet та у меня так же,сейчас домой спать наверное(",negative
ААА ОНИ ПЛЯЩУТ А МНЕ НЕ С КЕМ ТАК ВОТ ЗА РУКИ ПОДЕРЖАТЬСЯ(((,negative
Отлично встретили новый год. Но жалко что ее не было рядом(,negative
@kiskamuur Арина прости за моё поведение (((,negative
"@Big_GreenDay_69 пока:( буду скучать, люблю;З*",negative
"RT @panibanani: 10 утра ,а мы до сих пор бухаем(",negative
xxx: А как субсидию оформить - доход завышен (((,negative
"RT @ddlovatoBLR: @dobrokitam жаль, что я так далеко(",negative
А я вот второй год подряд забываю про желание:(,negative
#СНовымГодом @Pretty_Ksu @polina_krotova @ChebuLera @Bulykina @davidskyborn @La0nda @i_kaya @d_o_o_k_i_e @APGorin @zzkoda @Foqasa @Atyunin,negative
"Щас придет бабушка и мелкий Димка... Лент, эт капец, Димка меня заимпет, что бы я дала ему поиграть в комп или хуже того -  в телефон! :(",negative
@PushenkoVika а я не в восторге от своего подарка :(,negative
@annavirabyan3 ЩИТО?!!!??????!! ПОЧЕМУ ТАК НИЗКО????????? Ита очинь плоха(((,negative
"Хочешь сделать лучше,а получается наоборот!:(\",negative
RT @Dasha_crazy_69: @ReeDasha @YlianaTomlinson ну ладно(((((,negative
"Я не понимаю, то ли мне трафик не пришел, то ли вчера его весь потратили ((",negative
Выбрать идиотов на пять лет.. Могут быть необратимые последствия:(,negative
Кто лох?\,negative
"Постоянно говорю,что никто не любит меня,пользуются...А может я и сама не умею любить?(((( ",negative
"""@eternal__maknae: @donghae861015 ты эт видел? http://t.co/JZnbt4kkEt"" вот гей :(",negative
Этэншн!!!!!!! Где мои  подарки????я забыла их на хате((((((бедные мои их наверное уже растерзали сожгли и выкинули или забрали себе((((((((,negative
"И да, мне определенно не нравится этот Лука :(",negative
яж вроде чай попил а мне все равно фигово :(,negative
"Пожалуй, у меня:(",negative
Уснуть в два в новогоднюю ночь это не круто(,negative
RT @katya_i_i_: Эта девочка разбилась на том самолете:(,negative
RT @UnicornLouie: я хотел и Джакси в 00:00 по её времени поздравить...\,negative
"@reality_sucks11 Да, с Даном так и было(( Но все хорошо!",negative
"У моей сестры 1 января день рождения!! С праздником, очень скучаю(",negative
"Походу вчера дохера выпили, раз проснулся с бывшей...(",negative
"ya_siyana такое состояние,когда не знаешь,тебе только ""за двадцать"" или ""уже под тридцать""(",negative
\,negative
@Alyona_Cupcake это хорошо или плохо?. Лично я не люблю ходить в гости((((,negative
@Serega3300Ga че ты трубу ночью не брал?:(,negative
Столько планов сегодня накрылось. Из-за меня :-(,negative
"RT @tsukanova_alisa: Зайка моя плакала из за того что я ушла, стыдно теперь(",negative
"Я вот смотрю русски сериал ""Здесь кто-то есть"" и мне реально страшно! Причем таких моментов тут дофига :-( Очень правильн",negative
До сих пор нету снега :(\,negative
Решили смотреть фильмы марвел вместе\,negative
"Хочу сильно поиграть на аккордеоне :(жаль, что нет такой возможности(",negative
@PartyyPoison_ У мя на нг ваще мандаринов не было(((,negative
МДИЛАЙ ЗА МИНЯ УБОРКУ ?(,negative
хауса чуток осталось досмотреть:(\,negative
#грустьпечаль,negative
Сообщение с брелком выпилили:(Ну хоть ответ успел получить,negative
В pidgin 2.6.6 сменился русский перевод =(,negative
хм. второй день я.ру джаббер отваливается(,negative
"И вообще, лучше учить языки и развиваться! Следить за собой и не впадать в спячку! ЭТО ОЧЕНЬ ВАЖНО!!!! Иначе, жизнь прошла впустую..:(",negative
P.S. я тебе дуже кохаю,negative
"Сейчас начну учить химию, не хочу завалить экз:(",negative
Я что-то сделала с сосудами в носу %( через раз выделения — кровавые :(,negative
"@assasin_ebet оооо;3 Слушай, чувак, подскажи, плиз, какой нибудь инересный сериал, а то смотеть вообще нечего:(",negative
"Нашел кучу нового музла. Скинул этой заднице, а она их все знает :(",negative
RT @sihyryminopi: случайно задеть нельзя... :( жуйк сразу в цру докладывает,negative
помахал на прощание ручкой( http://t.co/AluCkAZenG,negative
"@mon_liz1 Кошмар какой:( И накурили ещё, наверное...:(",negative
"А я вот лох, у меня так не получается:(",negative
"RT @monucilewyke: Отличная мультиязычность в django-nani, одна проблема только — свежая версия обратно несовместима с предыдущими :-( Не то",negative
"RT @kopamiziwuh: мучал zend debugger и как-то сломал весь PHP, все пустые страницы выдает :( Может кто знает как чинить?",negative
"иди нах((( — бля, с просони,сори http://t.co/LFJ72Hvic3",negative
"Дима приехал!! 2 недели тут,а потом обратно во Владивосток служить:((",negative
"Погода ни разу не новогодняя:( зато, смотрю телек без перерыва.",negative
Буду скучать&lt;3,negative
Такой несчастный:( @ Микрорайон Садовый http://t.co/AZz8C2pqdV,negative
DashaMarakhovs1 да капец. что может быть хуже диеты(,negative
"@Kifiriys хехехехе он мало шел,минут 15,наверное ((",negative
@elenaafanasyeva почему не второго числа трансляция?(((,negative
достали эти кудряшки уже( http://t.co/vUsRajFxww,negative
RT @I_am_the_sinner: Сатана от меня съебался (((,negative
Я не знаю как отправлять деньги:( поэтому я лучше в магазе закажу,negative
@manya_bakulina куда это? говорила у меня оставайся(,negative
"так хочется помириться с некоторыми людьми, что бы бес обид ! эх жаль, что такого не будет (",negative
"Чуть кондрашка не хватила, когда показалось, что где-то забыла зарядку:(",negative
Бля как можно было потерять ахуеного “ Британского “ котика:(,negative
И все тот же кто-то посеял наушники и слушает музыку в какой-то упоротой фигне. #нг,negative
@saypmi \,negative
@captain_rory,negative
Я уезжаю на день( сутки без интернета и без тебя моя любовь (,negative
вся песня в голове стоит((,negative
"Вот кто-то за новый год отожрался, а я, наоборот, похудела. Ну не лезет в меня еда почему-то:(",negative
@mereikO_o норм не было . Мы мало фото сделали :с,negative
Я ВСЕ 3 СТ ОТДАЮ.ЛИШЬ НЕСКОЛИКИМ ЛЮДЯМ / ....=(=(=(,negative
@Nikita_Bayev нет :( На машине на которой катался президент теперь ездит начальник таксопарка.,negative
2 часа сна никак не сочетается с поездкой на каток :( я сейчас уснуууууу,negative
"Горло опять начало болеть,этот кашель:( Чудесные каникулы,чо",negative
"мда за первое число,все минуты проговорила,вообще отлично(",negative
"я нормально, скучаю дома:(",negative
"Ненавижу 26 автобус.простояла на остановке 15 минут,он так и не приехал((теперь опаздываю на пары((",negative
RT @Podkopai_Kris: Я буду скучать:( http://t.co/3AK1rYn1YR,negative
@kari21_21 и Илья уже свалили :( теперь еще и @danilstrizhov #пичаль,negative
"Последний день в Екб, так не хочется уезжать(((",negative
"Вчера пока ждала икс-фактор по тв, уснула. :(",negative
"Так нет же, надо разбудить меня в 9 утра(",negative
"@Kameneckayaa Оль,куда уедешь?!((навсегда??((",negative
я не могу спокойно смотреть как он плачет:(,negative
Ты мой!Вернее не совсем мой.Точнее совсем не мой((,negative
@bossniggadevill блиин.я только заметил твой твит( я очень ссори,negative
Парой незнаешь правильно ли ты поступешь ((,negative
"Сидим на работе, втыкаем... Еще и ВК, гады, заблокировали. Печальболь(((",negative
"RT @radio_of_moon: Вот только курение вызывает привычку, от которой тяжело отделаться http://t.co/5JV59Nvcos",negative
Пора признать: в шахматы мне ничего не светит (( И корень этого дела стрёмен,negative
"Сижу,делать нечего( http://t.co/JHUHewkGAK",negative
@PANDA_PERVERT да починили уже 2 день не вылажу из него,negative
— С Владом? —С мамой!\,negative
"@valldesu да пока нормально,  сейчас буду к экзу готовиться :(\",negative
Ты меня даже во снах не покидаешь... и там ты...зачем ты меня так мучаешь?(((,negative
Я продолжаю любить даже после того сколько боли он мне принес \,negative
Катя стебет меня за то. что я стебу ее :(,negative
"плохая новость..вчера в блоге у кого то из них читал((( RT @RuruChiSho ну да, TRUST распускаются",negative
Паследнее утречко((( http://t.co/DPDf7oVF8p,negative
нууу...блиииин.....почему Шерлока показывают так поздно......(((,negative
@OlaDanilova у нас весна(((((снега уже где-то месяц нет.подруги сейчас кошку мучают и собаку(((( http://t.co/HwtqWuj8VR,negative
Как бы наши чурки не переняли,negative
Да именно. А ты?,negative
! ((,negative
@Bulletproof_5 @collins_uprt @gtmaill бедные Кукма и Питерс( им читать этот порно рассказ(,negative
"Вот так вот ждешь новый, а он проходит очень быстро и все(",negative
@KattySokirko эти слова краеугольным камнем лежат у меня на сердце(,negative
Я наделся что завтра поеду с ней... Ну ок один :(,negative
ЛЕНЬ СПОРИТЬ ДАЛЬШЕ.,negative
Опять взяли кровь\,negative
"я тебя не лююююблю, это главный мой плюююс — ;( http://t.co/GuwzSAwbes",negative
RT @ToriGautier: @orfomstefgky к репику скоро(((,negative
"мои волосы,мои длинные волосы..((\",negative
"То чувство , когда ты попал в твиттонатор , тебе все начали писать фолловить . А щас я одинок . ((9(9((9",negative
"Это так грустно, что в твоем окружении нет шерлокоманов( #НОЧЬШЕРЛОКА",negative
@arikarokudo я не смотрю ФТ(((ты спать рано?,negative
Все йде не в тому напрямку :( #журбиночка,negative
@protcynia белые мухи улетели(\,negative
"блин, вот это я дура, ахаха все походу загадали на нг сдать зно, а я дура(",negative
"Так хотела,чтобы попался Пух,а попался слон вонючий( #тольятти #виннипух @ Ягодное http://t.co/ojxHYHoean",negative
"И тут я узнала, что ’Ассаи’ распались. НУ И КОГО МНЕ ТЕПЕРЬ ЛЮБИТЬ? Не хэппи энд! Что ты творишь, Лёха, что ты творишь, Косов! ;(",negative
ЗАЕБАЛИ МЕНЯ ТЮРЕМНЫЕ ВОСПОМИНАНИЯ ТОЛОКНО !!!!!!(((((,negative
@bieberauhIx А я Лёле написала\,negative
"аьара улаханк санарбтм,бэйэбэр охсубта...таптабта,онтон мин таптабтм,кини таптаан бутээлбыта,мин билигн да таптыбн...(((",negative
"RT @ExoticKM: @jungyoongri ес честно, то нет :с они такие красивки :""((",negative
"Как же быть?если я пойду мне будет скучно,если не пойду все на меня обидятся...(",negative
Я так устааал :|,negative
"Я так хочу спать,но я теперь так переживаю(((блин",negative
@Funny_Garth @tomlinsonlr моя бабушка умерла в мой день рождения(((,negative
@Gavryusha1997 я рыдаю!Очень соскучилась((,negative
"лол ну поинтересней чем у нас фики. хотя о чем это я, у нас вообще ни одного норм нету плак(",negative
"@Lerkaluts Нет:( Представляешь,всегда приплывал,а в этот раз нет(",negative
RT @Zhdanuyk_diana: совершила ужасный поступок... сожалею так сильно ((((\,negative
5 января иду к натусику ((( заболела мать,negative
"@tasteYOGURT @mihaylenko_o О, ВОТ ЭТО БОЛЬШЕ НА МЕНЯ И ПОХОЖЕ, НУ, ПО МНЕНИЮ ВСЕХ НЕСЧАСТНЫХ ЛЮДИШЕК С:",negative
@ChristinValerie @Zhanna122 @EmmaGrigorovna Пожалуйста по медленнее пишите((,negative
"@kindbeatle походу это скрывают, на кинопоиске нет, вообще нигде нет (((",negative
откровенно говоря..(,negative
"RT @MSiut: после праздников стыдно будет становиться на весы( ну почему я не из тех баб, кто жрет и не толстеет, вот дерьмо",negative
Все. хватит отдыхать... с этого дня начинаю усиленно готовиться к экзаменам.. до математики осталось 7 дней..((,negative
"@keeps1lence @DaryaSu @belosnega999 ааа бля, думала мне:((\",negative
"Хочу обнять близкого человека, но он ушёл(((",negative
красивые девочки жалуются на одиночество..что же тогда с некрасивыми :(,negative
"@frau_bayern оооу,сегодня был последний день в Мюнхене,мы завтра с утра уезжаем(",negative
"@_Pidzhakov_ не шевели ногами, по ебалу получишь((",negative
"Ещё чучуть, осталось всего 2 онлайн\",negative
печальбольразочерование ((((((( http://t.co/80VHTMcN5I,negative
"@dukhovnoe_litso я бы не встал, до тез пор пока котейка не выспится;(",negative
RT @ave_thirteen: а я хотела большего( http://t.co/W34vzc36o8,negative
Буууу...01.12...чуть больше половины( http://t.co/qfHZ9pdoha,negative
"RT @Zay4ik: И как всегда на улицах никого, и кучи грязи :( http://t.co/aScYQb70a2",negative
Надоела уже она  :-( http://t.co/zNWhxRTwdI,negative
"Вот я вроде бы проснулась вовремя, но мне бы еще встать с кровати(",negative
"покачала пресс, ударилась головой об кровать. оуч (",negative
Отдохнули на ура!! Теперь нужно готовиться к сессии!(,negative
Когда он заходит в асю у меня замирает сердце.Я сижу и трясусь в ожидании когда он напишет.Он пишет просто привет и на этом всё(((,negative
Да Мне ваще наплевать ! Тусуйся !!!!!!!я не железная и заебло все ..... ничего больше не вернуть (  ПРЕДАТЕЛЬ   .!.,negative
"@MayaSadovskaya и не говори....В моем дворе, кроме меня, сегодня ни одного человека не уезжало на работу((",negative
"@Robin_Bobin_xxx я дома. Увы, #НГ там не смог справлять(",negative
Температура высокая((голова ужасно болит(хны хны((,negative
а за бортом показывает -23*C((( #холодно #weather #instaweather #instaweatherpro  #sky #outdoors… http://t.co/x8qceHxRG6,negative
"@Pony290 та какая хуйня,твиттер это ж священное место :&gt;\",negative
а надо рапунцель и белоснежку\,negative
"Сука, теперь так стыдно:(",negative
"@Piter_Key блин, там стоооооока пыли было (((",negative
"надо успеть позаниматься, побегать и покидать мяч до прихода теннисистов.\",negative
"почему тренировока не с 9-ти часов, а только с 2-ух p.m.?(",negative
@MLiana_ У меня тоже мой разбился и было очень обидно т.к разбился не в моих руках :(,negative
;(,negative
"@Kotyaro4ka а у нас прям перед домом( у соседки окна на другую сторону, но тож не спал ребенок, точнее как, проснулся-соска-сон",negative
"ТРК Вегас хули ты такой большой, у тебя слишком много магазинов для меня:(((",negative
"Уже второй день подряд убеждаюсь, что в магазинах говно или нет моего размера;(",negative
"У меня такое ощущение, что я одна такая,кто сидит дома:(((",negative
У нас вот почти нет снега( но холодно http://t.co/3BFIlZfFYy,negative
Дрянная погода Т.Т,negative
@hell_of_wisdom стерва :(((( я сейчас русскую буду смотреть!!,negative
"А ище и обход у негл,Бля",negative
"может, само пройдет\",negative
"@_le_amethyst_ у меня не получилось сходить :( ни на телекинез, ни на ги",negative
Поспать почти 2 часа и пойти на экзамен(( хоть бы сдать!!,negative
Как не занимаешься? !?!; ( — Не хватает времени http://t.co/anzYfSR5nN,negative
"@marchenkoanya1 ненене,не ладно. Мне будет жопа дома. \",negative
"@lavikatze лучше пока вообще не ешь, надо поголодать(",negative
А где праздновать еще не нашла :(,negative
утра лента \,negative
"Всю жизнь бы проспал, но мама не разрешает:(",negative
"Пожалуйста,запретите мне спать до обеда:( эти сны просто бред.",negative
У меня одной в этом году нет нового мишки?!((,negative
"@dbro_o до этого он слушал исключительно шансон, так что это победа",negative
"Продолжаем чтение книги, я вчера половину прочитала, ненавижу себя за это, так быстро заканчивается :(",negative
Ужасно непривычно просыпаться без тебя ((,negative
А если у меня опять Лимит будет!?(\,negative
"спасибо, я постараюсь",negative
Вышел на улицу и поймал свойй wifi O_o http://t.co/oA8zC0d3m1,negative
